식당명,도로명주소,지번주소,식당위도,식당경도,,,,,,,,,,,,,,,,,,,,,,,
오원집 본점,전라북도 전주시 완산구 공북로 84,전라북도 전주시 완산구 태평동 10-9,35.8261054,127.1409612,,,,,,,,,,,,,,,,,,,,,,,
이코이교토 객사본점,전라북도 전주시 완산구 전주객사1길 56,전라북도 전주시 완산구 다가동4가 95-2,35.8188087,127.13905,,,,,,,,,,,,,,,,,,,,,,,
원조황소곱창,전라북도 전주시 완산구 노송여울1길 57,전라북도 전주시 완산구 태평동 3-3,35.8267109,127.1420358,,,,,,,,,,,,,,,,,,,,,,,
월남쌈구이&샤브 샤브향 송천점,전라북도 전주시 덕진구 천마산로 67 2층,전라북도 전주시 덕진구 송천동2가 202-31,35.8650956,127.1284797,,,,,,,,,,,,,,,,,,,,,,,
황금마차,전라북도 전주시 완산구 마전3길 12 황금마차,전라북도 전주시 완산구 효자동3가 1632-5,35.8238041,127.1029448,,,,,,,,,,,,,,,,,,,,,,,
스시유메,전라북도 전주시 완산구 전라감영5길 12,전라북도 전주시 완산구 경원동1가 104-21,35.8167454,127.1466216,,,,,,,,,,,,,,,,,,,,,,,
두끼떡볶이 전북도청점,전라북도 전주시 완산구 홍산중앙로 27 2층,전라북도 전주시 완산구 효자동3가 1535-8,35.8159406,127.1087246,,,,,,,,,,,,,,,,,,,,,,,
히스커피,전라북도 전주시 완산구 하거마1길 15,전라북도 전주시 완산구 삼천동1가 698-5,35.7928253,127.1188824,,,,,,,,,,,,,,,,,,,,,,,
백번집,전라북도 전주시 완산구 전라감영2길 15,전라북도 전주시 완산구 다가동1가 44-7,35.8153417,127.1418929,,,,,,,,,,,,,,,,,,,,,,,
르델리스,전라북도 전주시 완산구 마전4길 11-5 르델리스,전라북도 전주시 완산구 효자동3가 1631-11,35.824257,127.1033537,,,,,,,,,,,,,,,,,,,,,,,
파리바게뜨 전주효자점,전라북도 전주시 완산구 효자천변2길 13,전라북도 전주시 완산구 효자동1가 651,35.8049045,127.1140375,,,,,,,,,,,,,,,,,,,,,,,
이버시숯불돼지갈비무한리필 송천점,전라북도 전주시 덕진구 두간로 5,전라북도 전주시 덕진구 송천동1가 802-1,35.8655249,127.1150684,,,,,,,,,,,,,,,,,,,,,,,
연지닭갈비,전라북도 전주시 덕진구 솔내9길 2,전라북도 전주시 덕진구 송천동1가 106,35.862453,127.126283,,,,,,,,,,,,,,,,,,,,,,,
전라회관,전라북도 전주시 완산구 안행4길 5,전라북도 전주시 완산구 삼천동1가 751-8,35.800578,127.131974,,,,,,,,,,,,,,,,,,,,,,,
고궁 전주본점,전라북도 전주시 덕진구 송천중앙로 33,전라북도 전주시 덕진구 덕진동2가 168-9,35.8500956,127.1193921,,,,,,,,,,,,,,,,,,,,,,,
청학동버섯전골,전라북도 전주시 완산구 효자로 331,전라북도 전주시 완산구 중화산동2가 585-8,35.819381,127.121662,,,,,,,,,,,,,,,,,,,,,,,
깨순이김밥서곡제1호점,전라북도 전주시 완산구 세내로 548,전라북도 전주시 완산구 효자동3가 1456-7,35.8341224,127.0995735,,,,,,,,,,,,,,,,,,,,,,,
오빠담치킨,전라북도 전주시 덕진구 명륜4길 11-3,전라북도 전주시 덕진구 덕진동1가 1262-31,35.8430116,127.1261511,,,,,,,,,,,,,,,,,,,,,,,
고메드,전라북도 전주시 덕진구 명륜2길 16-5,전라북도 전주시 덕진구 덕진동1가 1314-191,35.8417131,127.1291733,,,,,,,,,,,,,,,,,,,,,,,
한옥청정숯불갈비,전라북도 전주시 완산구 팔달로 157-5,전라북도 전주시 완산구 경원동1가 104-26,35.8163124,127.1471202,,,,,,,,,,,,,,,,,,,,,,,
LAD COFFEE,전라북도 전주시 완산구 전주객사1길 103,전라북도 전주시 완산구 다가동4가 150,35.8207485,127.1378652,,,,,,,,,,,,,,,,,,,,,,,
홍콩반점0410 전주대점,전라북도 전주시 완산구 백마산길 25 2층(효자동 3가),전라북도 전주시 완산구 효자동3가 1183-10,35.8171238,127.0904346,,,,,,,,,,,,,,,,,,,,,,,
신포우리만두 전주훼미리센타점,전라북도 전주시 완산구 전주객사4길 24-5,전라북도 전주시 완산구 고사동 132-1,35.818935,127.144216,,,,,,,,,,,,,,,,,,,,,,,
임실N치즈피자 전주서곡점,전라북도 전주시 완산구 세내로 524,전라북도 전주시 완산구 효자동3가 1468-2,35.8330528,127.1017136,,,,,,,,,,,,,,,,,,,,,,,
해태바베큐,전라북도 전주시 완산구 전동성당길 13,전라북도 전주시 완산구 경원동2가 7-6,35.8184069,127.1487413,,,,,,,,,,,,,,,,,,,,,,,
고래술상,전라북도 전주시 완산구 전주객사1길 101,전라북도 전주시 완산구 다가동4가 149-1,35.8207606,127.1379478,,,,,,,,,,,,,,,,,,,,,,,
삼총사분식,전라북도 전주시 덕진구 붓내1길 15,전라북도 전주시 덕진구 송천동2가 193-39,35.8645318,127.12345,,,,,,,,,,,,,,,,,,,,,,,
교촌치킨 서신점,전라북도 전주시 완산구 고사평4길 7 1층,전라북도 전주시 완산구 서신동 938-5,35.835702,127.110346,,,,,,,,,,,,,,,,,,,,,,,
교촌치킨효자점,전라북도 전주시 완산구 거마평로 125 상산타운,전라북도 전주시 완산구 효자동1가 652,35.8034764,127.1165923,,,,,,,,,,,,,,,,,,,,,,,
뚜레쥬르 전주서곡점,전라북도 전주시 완산구 서곡로 55,전라북도 전주시 완산구 효자동3가 1458-6,35.8340105,127.1002512,,,,,,,,,,,,,,,,,,,,,,,
뚜레쥬르 전주효자1가점,전라북도 전주시 완산구 용머리로 158,전라북도 전주시 완산구 효자동1가 195-9,35.80592,127.1274379,,,,,,,,,,,,,,,,,,,,,,,
쏭스컵밥,전라북도 전주시 완산구 백마산길 10,전라북도 전주시 완산구 효자동3가 1167-5,35.8174725,127.089962,,,,,,,,,,,,,,,,,,,,,,,
까피콩,전라북도 전주시 완산구 서곡5길 13-24,전라북도 전주시 완산구 효자동3가 1412-1,35.8373035,127.1009756,,,,,,,,,,,,,,,,,,,,,,,
더리터 전주송천점,전라북도 전주시 덕진구 시천로 64,전라북도 전주시 덕진구 송천동1가 832-3,35.8649081,127.1145576,,,,,,,,,,,,,,,,,,,,,,,
치킨마루 전북대점,전라북도 전주시 덕진구 덕진광장로 19,전라북도 전주시 덕진구 덕진동1가 1312-36,35.8450125,127.1250372,,,,,,,,,,,,,,,,,,,,,,,
라리코,전라북도 전주시 완산구 홍산로 160-3 현우빌딩 4층 라리코,전라북도 전주시 완산구 효자동2가 1332-1,35.8081665,127.1051227,,,,,,,,,,,,,,,,,,,,,,,
장상욱함박,전라북도 전주시 완산구 전주객사2길 43,전라북도 전주시 완산구 다가동3가 1-2,35.8186916,127.1403863,,,,,,,,,,,,,,,,,,,,,,,
두메향기,전라북도 전주시 완산구 전주객사2길 28-15,전라북도 전주시 완산구 고사동 462-5,35.8185705,127.1411674,,,,,,,,,,,,,,,,,,,,,,,
남경횟집,전라북도 전주시 덕진구 가리내6길 8,전라북도 전주시 덕진구 덕진동2가 665-8,35.8449721,127.110944,,,,,,,,,,,,,,,,,,,,,,,
온리핸즈,전라북도 전주시 완산구 전주객사1길 100,전라북도 전주시 완산구 다가동4가 10-7,35.8206681,127.1381574,,,,,,,,,,,,,,,,,,,,,,,
송천각,전라북도 전주시 덕진구 사근1길 31 115호,전라북도 전주시 덕진구 송천동2가 179-116,35.8666658,127.1305541,,,,,,,,,,,,,,,,,,,,,,,
유화당,전라북도 전주시 덕진구 추탄로 48 1층 유화당,전라북도 전주시 덕진구 덕진동2가 667-2,35.8450708,127.1093095,,,,,,,,,,,,,,,,,,,,,,,
미카도스시 전주객사점,전라북도 전주시 완산구 전주객사5길 63 1층,전라북도 전주시 완산구 고사동 212-1,35.8209513,127.1446585,,,,,,,,,,,,,,,,,,,,,,,
60계 치킨 전주효자신시가지점,"전라북도 전주시 완산구 홍산1길 7 137호 (효자동2가, 전주효자sk리더스뷰)",전라북도 전주시 완산구 효자동2가 1157-4,35.8141875,127.108357,,,,,,,,,,,,,,,,,,,,,,,
푸른바다,전라북도 전주시 덕진구 오송1길 31,전라북도 전주시 덕진구 송천동1가 98-2,35.8629938,127.1305041,,,,,,,,,,,,,,,,,,,,,,,
카페 프로바이더,전라북도 전주시 덕진구 명륜3길 13-1,전라북도 전주시 덕진구 덕진동1가 1263-22,35.8425956,127.1275774,,,,,,,,,,,,,,,,,,,,,,,
국가대표고기가맛있는집효자점,전라북도 전주시 완산구 거마평로 165,전라북도 전주시 완산구 효자동1가 395-5,35.8073048,127.1162018,,,,,,,,,,,,,,,,,,,,,,,
아리랑하우스,전라북도 전주시 덕진구 한배미1길 29 아리랑하우스,전라북도 전주시 덕진구 인후동1가 939-7,35.8235827,127.1654384,,,,,,,,,,,,,,,,,,,,,,,
카페온에어,,전라북도 전주시 완산구 효자동3가 1629-1,35.8218387,127.1050466,,,,,,,,,,,,,,,,,,,,,,,
족발슈퍼 전주효자점,전라북도 전주시 완산구 우전로 299,전라북도 전주시 완산구 효자동3가 1667-6,35.8214077,127.1016524,,,,,,,,,,,,,,,,,,,,,,,
흑두부이야기,전라북도 전주시 완산구 서곡2길 30-19,전라북도 전주시 완산구 효자동3가 1470-1,35.833055,127.103502,,,,,,,,,,,,,,,,,,,,,,,
크라운호프 전주송천1가점,전라북도 전주시 덕진구 두간로 29,전라북도 전주시 덕진구 송천동1가 804-4,35.8654914,127.1177655,,,,,,,,,,,,,,,,,,,,,,,
현대옥 남부시장점,전라북도 전주시 완산구 풍남문2길 63,전라북도 전주시 완산구 전동3가 2-242,35.8125161,127.1463017,,,,,,,,,,,,,,,,,,,,,,,
맥주마트,전라북도 전주시 덕진구 명륜3길 14 지하 1층 맥주마트,전라북도 전주시 덕진구 덕진동1가  1264-5,35.8424009,127.1277849,,,,,,,,,,,,,,,,,,,,,,,
박중근쟁반짜장,전라북도 전주시 완산구 효자로 64,전라북도 전주시 완산구 효자동3가 1167-9,35.8184161,127.0920795,,,,,,,,,,,,,,,,,,,,,,,
팔랑개비,전라북도 전주시 완산구 현무1길 11-1,전라북도 전주시 완산구 경원동3가 16-5,35.8199076,127.1478288,,,,,,,,,,,,,,,,,,,,,,,
321베렌도,전라북도 전주시 덕진구 천마산로 56,전라북도 전주시 덕진구 송천동1가 107-80,35.8641154,127.1280564,,,,,,,,,,,,,,,,,,,,,,,
효자수산,전라북도 전주시 완산구 전주객사2길 10,전라북도 전주시 완산구 중앙동1가 31-1,35.8174434,127.1414486,,,,,,,,,,,,,,,,,,,,,,,
인생막장,전라북도 전주시 완산구 충경로 66-6,전라북도 전주시 완산구 경원동1가 91,35.8180059,127.146384,,,,,,,,,,,,,,,,,,,,,,,
고기원칙 전주송천점,"전라북도 전주시 덕진구 사근1길 31 1층 110,111호",전라북도 전주시 덕진구 송천동2가 179-116,35.8665901,127.1305788,,,,,,,,,,,,,,,,,,,,,,,
자갈치식당 완산점,전라북도 전주시 완산구 척동3길 3,전라북도 전주시 완산구 효자동3가 1663-1,35.8222348,127.0995308,,,,,,,,,,,,,,,,,,,,,,,
원평피순대,전라북도 전주시 완산구 풍남문2길 65,전라북도 전주시 완산구 전동3가 2-244,35.8126403,127.1458646,,,,,,,,,,,,,,,,,,,,,,,
명륜진사갈비 전주중화산점,전라북도 전주시 완산구 유연로 304,전라북도 전주시 완산구 중화산동2가 729-4,35.8251232,127.1187339,,,,,,,,,,,,,,,,,,,,,,,
트랙나인,전라북도 전주시 완산구 마전들로 7,전라북도 전주시 완산구 효자동3가 1656-12,35.8211594,127.0965484,,,,,,,,,,,,,,,,,,,,,,,
얌스신시가지점,전라북도 전주시 완산구 문학대4길 28-4 1층,전라북도 전주시 완산구 효자동3가 1619-2,35.8266252,127.1047484,,,,,,,,,,,,,,,,,,,,,,,
정오의공작소,전라북도 전주시 완산구 전라감영3길 7 2층,전라북도 전주시 완산구 중앙동1가 59-5,35.8159735,127.1431348,,,,,,,,,,,,,,,,,,,,,,,
오빠돼지,전라북도 전주시 완산구 척동7길 6-2,전라북도 전주시 완산구 효자동3가 1637-10,35.8237179,127.0995592,,,,,,,,,,,,,,,,,,,,,,,
모루,전라북도 전주시 완산구 구룡1길 33-8 썬하우스1층 모루,전라북도 전주시 완산구 효자동2가 1264-5,35.8120617,127.1055503,,,,,,,,,,,,,,,,,,,,,,,
소야한우야,전라북도 전주시 완산구 거마평로 147-14,전라북도 전주시 완산구 효자동1가 453-1,35.8054477,127.115292,,,,,,,,,,,,,,,,,,,,,,,
반야돌솥밥,전라북도 전주시 완산구 홍산1길 6,전라북도 전주시 완산구 효자동2가 1156-6,35.8148776,127.1083269,,,,,,,,,,,,,,,,,,,,,,,
돼지치마집 전주대점,전라북도 전주시 완산구 후곡길 12-8 1-1,전라북도 전주시 완산구 효자동2가 1312-3,35.8097724,127.0966462,,,,,,,,,,,,,,,,,,,,,,,
써니분식,전라북도 전주시 완산구 성지산3길 11,전라북도 전주시 완산구 효자동1가 550,35.8053613,127.1224048,,,,,,,,,,,,,,,,,,,,,,,
옴그족발,전라북도 전주시 덕진구 가리내8길 10-10 1층,전라북도 전주시 덕진구 덕진동2가 671-13,35.8441975,127.1107664,,,,,,,,,,,,,,,,,,,,,,,
꼬끄프랑,전라북도 전주시 완산구 홍산4길 8 3층,전라북도 전주시 완산구 효자동3가 1528-2,35.8183011,127.1097398,,,,,,,,,,,,,,,,,,,,,,,
이삭토스트 전주신시가지점,전라북도 전주시 완산구 우전로 210,전라북도 전주시 완산구 효자동2가 1256-1,35.8131329,127.1020735,,,,,,,,,,,,,,,,,,,,,,,
억대국수,전라북도 전주시 완산구 홍산남로 19 1층 102호,전라북도 전주시 완산구 효자동2가 1238-4,35.8159443,127.103979,,,,,,,,,,,,,,,,,,,,,,,
공수간 전주덕진점,전라북도 전주시 덕진구 가련산로 25,전라북도 전주시 덕진구 덕진동2가 681-4,35.8420952,127.1111387,,,,,,,,,,,,,,,,,,,,,,,
할매닭발 송천점,전라북도 전주시 덕진구 시천로 60,전라북도 전주시 덕진구 송천동1가 832-5,35.8645486,127.1145642,,,,,,,,,,,,,,,,,,,,,,,
알뜰막걸리,전라북도 전주시 완산구 효동2길 14-23,전라북도 전주시 완산구 효자동1가  201-52,35.8048247,127.1261119,,,,,,,,,,,,,,,,,,,,,,,
영아네밥상,전라북도 전주시 덕진구 송천로 35-4 1층,전라북도 전주시 덕진구 송천동1가 332-1,35.8568055,127.1181098,,,,,,,,,,,,,,,,,,,,,,,
"카페, 이가",전라북도 전주시 완산구 충경로 31,전라북도 전주시 완산구 중앙동1가  3-3,35.8174716,127.1426848,,,,,,,,,,,,,,,,,,,,,,,
소춘,전라북도 전주시 덕진구 시천로 17,전라북도 전주시 덕진구 송천동1가 626-75,35.8607803,127.1145171,,,,,,,,,,,,,,,,,,,,,,,
국민수육국밥&막국수 전주대점,전라북도 전주시 완산구 백마산길 32,전라북도 전주시 완산구 효자동3가 1175-3,35.8171416,127.0897601,,,,,,,,,,,,,,,,,,,,,,,
맛있는고깃집,전라북도 전주시 완산구 호암로 85,전라북도 전주시 완산구 효자동2가 1318-4,35.8085738,127.1038499,,,,,,,,,,,,,,,,,,,,,,,
도첸,전라북도 전주시 완산구 전주객사3길 11-3,전라북도 전주시 완산구 중앙동1가 1-1,35.8177026,127.1423641,,,,,,,,,,,,,,,,,,,,,,,
타이거슈가 전주객사점,전라북도 전주시 완산구 전주객사4길 44-22 1층,전라북도 전주시 완산구 고사동 141-3,35.8196956,127.1446013,,,,,,,,,,,,,,,,,,,,,,,
풀꽃,전라북도 전주시 완산구 소태정3길 14,전라북도 전주시 완산구 효자동2가  1206-7,35.803511,127.0994939,,,,,,,,,,,,,,,,,,,,,,,
홍금수산,전라북도 전주시 완산구 팔달로 218-12,전라북도 전주시 완산구 경원동3가 32-12,35.8218438,127.1466277,,,,,,,,,,,,,,,,,,,,,,,
풍년제과,전라북도 전주시 덕진구 솔내로 142,전라북도 전주시 덕진구 송천동1가 101-3,35.8629364,127.1270356,,,,,,,,,,,,,,,,,,,,,,,
멘야케이 류죠점,전라북도 전주시 완산구 전주객사4길 73-11,전라북도 전주시 완산구 고사동 361-8,35.8207448,127.142649,,,,,,,,,,,,,,,,,,,,,,,
이디야커피 케이비에스점,전라북도 전주시 완산구 마전2길 17-8 (효자동3가 1643-5번지),전라북도 전주시 완산구 효자동3가 1643-5,35.8223211,127.102211,,,,,,,,,,,,,,,,,,,,,,,
롯데리아 전북대점,전라북도 전주시 덕진구 명륜4길 17,전라북도 전주시 덕진구 덕진동1가 1261-4,35.8433337,127.126643,,,,,,,,,,,,,,,,,,,,,,,
팔공티 전북대점,전라북도 전주시 덕진구 명륜4길 25,전라북도 전주시 덕진구 덕진동1가 664-18,35.8440623,127.1272078,,,,,,,,,,,,,,,,,,,,,,,
연어삼총사,전라북도 전주시 덕진구 두간로 28,전라북도 전주시 덕진구 송천동1가 823-3,35.8651727,127.1175186,,,,,,,,,,,,,,,,,,,,,,,
장미맨숀,전라북도 전주시 완산구 홍산북로 59-7,전라북도 전주시 완산구 효자동3가 1529-8,35.8178538,127.108348,,,,,,,,,,,,,,,,,,,,,,,
굽네치킨 서부신시가지점,전라북도 전주시 완산구 후곡길 23-11,전라북도 전주시 완산구 효자동2가 1308-4,35.8101747,127.095072,,,,,,,,,,,,,,,,,,,,,,,
범프리카인생치킨 완산점,"전라북도 전주시 완산구 후곡길 11-18(1층 효자동2가)	",전라북도 전주시 완산구 효자동2가 1308-7,35.8097239,127.0952338,,,,,,,,,,,,,,,,,,,,,,,
빅원치킨 전주서신점,전라북도 전주시 완산구 서곡6길 4-2,전라북도 전주시 완산구 효자동3가 1419-2,35.8365212,127.1025678,,,,,,,,,,,,,,,,,,,,,,,
치킨플러스 전주송천점,전라북도 전주시 덕진구 솔내7길 7,전라북도 전주시 덕진구 송천동1가 120-4,35.8598907,127.1220779,,,,,,,,,,,,,,,,,,,,,,,
부대통령뚝배기 전주대점,전라북도 전주시 완산구 백마산길 17,전라북도 전주시 완산구 효자동3가 1184-8,35.8174888,127.0914019,,,,,,,,,,,,,,,,,,,,,,,
마카롱,전라북도 전주시 완산구 전주객사5길 22-6 1층,전라북도 전주시 완산구 고사동 66-5,35.8191916,127.1458442,,,,,,,,,,,,,,,,,,,,,,,
맑음커피,전라북도 전주시 덕진구 사근1길 23,전라북도 전주시 덕진구 송천동2가 177-3,35.8666556,127.1298831,,,,,,,,,,,,,,,,,,,,,,,
캐빈,전라북도 전주시 완산구 홍산1길 21 ,전라북도 전주시 완산구 효자동2가 1157-1,35.8146393,127.106175,,,,,,,,,,,,,,,,,,,,,,,
피플레이트,전라북도 전주시 완산구 마전들로 52,전라북도 전주시 완산구 효자동3가 1689-5,35.8208546,127.1014112,,,,,,,,,,,,,,,,,,,,,,,
한돈갈비찜에반하다 송천점,전라북도 전주시 덕진구 솔내5길 7,전라북도 전주시 덕진구 송천동1가 395-16,35.8577753,127.1216543,,,,,,,,,,,,,,,,,,,,,,,
스타벅스 전북대병원DT점,전라북도 전주시 덕진구 백제대로 616,전라북도 전주시 덕진구 금암동 1552-19,35.842014,127.137492,,,,,,,,,,,,,,,,,,,,,,,
풍남문비빔밥,전라북도 전주시 완산구 풍남문1길 19-3 남부시장6동 95호,전라북도 전주시 완산구 전동 295-4,35.8127983,127.147568,,,,,,,,,,,,,,,,,,,,,,,
청담김밥,전라북도 전주시 완산구 호암로 91 ,전라북도 전주시 완산구 효자동2가 1316-4,35.8084839,127.1042627,,,,,,,,,,,,,,,,,,,,,,,
갯벌애꼬막 송천점,전라북도 전주시 덕진구 두간5길 6,전라북도 전주시 덕진구 송천동1가 821-2,35.8648956,127.1177536,,,,,,,,,,,,,,,,,,,,,,,
카페2-21,전라북도 전주시 완산구 범안2길 21,전라북도 전주시 완산구 효자동2가 1160-2,35.8131117,127.1068036,,,,,,,,,,,,,,,,,,,,,,,
통닭하우스,전라북도 전주시 완산구 후곡길 11-14,전라북도 전주시 완산구 효자동2가 1308-6,35.8098857,127.0951724,,,,,,,,,,,,,,,,,,,,,,,
